Total Number of Aligned Reads:	97193	Total Number of Mapped Genomes:	1887
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|171101|org|Streptococcus_pneumoniae_R6|accession|NC_003098.1	0.3449558020903702	0.23429670861070243	22772.0	0.23429670861070243	0.0	0.209876566032835	0.22051570929319322	21432.58333333333	0.19004455053347463	0.03146317121603408
ti|525260|org|Corynebacterium_accolens_ATCC_49725|accession|NZ_GG666997.1	0.3447596565110589	0.5521591061084646	53666.0	0.5521591061084646	0.0	0.2835229469189019	0.550413438553531	53496.333333333336	0.4973403434403712	0.053296019260646345
ti|883103|org|Dolosigranulum_pigrum_ATCC_51524|accession|NZ_JH601104.1	0.2231002343495485	0.14035990246211147	13642.0	0.14035990246211147	0.0	0.11155011716171036	0.0701336516004239	6816.5	0.13972199644007285	0.0005350179539678784
ti|176280|org|Staphylococcus_epidermidis_ATCC_12228|accession|NC_004461.1	0.0420281533382079	0.02285143991851265	2221.0	0.02285143991851265	0.0	0.007086206432887174	0.016711734015963726	1624.2635642135624	0.00020577613614149168	0.017696747708168283
ti|1304|org|Streptococcus_salivarius|accession|NZ_CP009913.1	0.009019400725065805	0.008622020104328502	838.0	0.008622020104328502	0.0	0.006685705620175675	0.009265070529770663	900.5	0.008879240274505366	0.0005144403403537292
ti|1423749|org|Lactobacillus_gastricus_DSM_16045|accession|NZ_AZFN01000048.1	0.008695704629285568	0.004794583972096756	466.0	0.004794583972096756	0.0	0.007002734006111159	0.004713008432412093	458.07142857142856	0.004485919767884519	0.00023664255656271542
ti|911238|org|Staphylococcus_simiae_CCM_7213|accession|NZ_AEUN01000485.1	0.007984677486117689	0.0060806848229810785	591.0	0.0060806848229810785	0.0	0.004441175827978173	0.0027591413784349493	268.16922799422804	8.231045445659667e-05	0.006245305731894272
ti|1242245|org|Acinetobacter_johnsonii_XBB1|accession|NZ_CP010350.1	0.004201664566862556	0.0030043315876657783	292.0	0.0030043315876657783	0.0	0.002260958821602021	0.002289259514574095	222.5	0.0018005411912380522	0.0005247291471608038
ti|1121368|org|Corynebacterium_pseudodiphtheriticum_DSM_44287|accession|NZ_JIAH01000003.1	0.0018294665124230175	0.0016667867027460826	162.0	0.0016667867027460826	0.0	0.0018292373374546368	0.0018108299980451267	176.0	0.0015947650550965605	0.00022635374975564084
ti|398578|org|Delftia_acidovorans_SPH-1|accession|NC_010002.1	0.0017377237361409436	0.0011420575555852789	111.0	0.0011420575555852789	0.0	0.0016561514820210448	0.0011317687487782042	110.0	0.0010288806807074583	0.00010288806807074584
ti|225991|org|Comamonas_aquatica|accession|NZ_CP016603.1	0.0015964254226824095	0.0009465702262508617	92.0	0.0009465702262508617	0.0	0.0013977031661512728	0.000915703805829638	89.0	0.000864259771794265	5.144403403537292e-05
ti|398511|org|Bacillus_pseudofirmus_OF4|accession|NC_013791.2	0.0010554474424035699	0.0016462090891319334	160.0	0.0016462090891319334	0.0	0.0008452444892317552	0.00074079409010937	72.0	0.0006481948288456987	9.259926126367125e-05
ti|334390|org|Lactobacillus_fermentum_IFO_3956|accession|NC_010610.1	0.0008998276184132332	0.0005658843743891021	55.0	0.0005658843743891021	0.0	0.0009112306993749544	0.0005761731811961767	56.0	0.0005658843743891021	1.0288806807074583e-05
ti|147645|org|Paracoccus_yeei|accession|NZ_CP020442.2	0.0007853318113073839	0.0017902523844309775	174.0	0.0017902523844309775	0.0	0.00047031917571323955	0.001605053861903635	156.0	0.001358122498533845	0.0002572201701768646
ti|419475|org|Ochrobactrum_pseudogrignonense|accession|NZ_CP015776.1	0.0006068151138157157	0.00032924181782638666	32.0	0.00032924181782638666	0.0	0.0002689445870511234	0.00015433210210611875	15.0	3.086642042122375e-05	0.00027779778379101374
ti|407035|org|Salinicoccus_halodurans|accession|NZ_CP011366.1	0.0005946836998249696	0.00027779778379101374	27.0	0.00027779778379101374	0.0	0.0005743240996612284	0.0001749097157202679	17.0	0.0001749097157202679	0.0
ti|680646|org|Rothia_mucilaginosa_DY-18|accession|NC_013715.1	0.0005669044586351812	0.0017902523844309775	174.0	0.0017902523844309775	0.0	0.0005653486976641041	0.0017902523844309775	174.0	0.0017902523844309775	0.0
ti|316|org|Pseudomonas_stutzeri|accession|NC_015740.1	0.00049466434813913	0.0005658843743891021	55.0	0.000545306760774953	2.0577613614149166e-05	0.0004429353864668831	0.0005041515335466545	49.0	0.0003806858518617596	0.0001337544884919696
ti|160488|org|Pseudomonas_putida_KT2440|accession|NC_002947.4	0.000393167927629923	0.0006481948288456987	63.0	0.0003086642042122375	0.00033953062463346127	0.0001779014152036923	0.00015004509926983773	14.58333333333334	0.0	0.00048357391993250544
