Total Number of Aligned Reads:	123260	Total Number of Mapped Genomes:	1478
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|171101|org|Streptococcus_pneumoniae_R6|accession|NC_003098.1	0.536176311117928	0.43955865649845854	54180.0	0.43955865649845854	0.0	0.3251851708907806	0.42312118016117717	52153.9166666667	0.3602141814051598	0.06489534317702418
ti|1121368|org|Corynebacterium_pseudodiphtheriticum_DSM_44287|accession|NZ_JIAH01000003.1	0.1336623727131193	0.10793444750932987	13304.0	0.10793444750932987	0.0	0.13363080276376116	0.1078046405971118	13288.0	0.10767483368489372	0.00012980691221807562
ti|176280|org|Staphylococcus_epidermidis_ATCC_12228|accession|NC_004461.1	0.07834251345647818	0.05329385039753367	6569.0	0.05329385039753367	0.0	0.014031089069353539	0.04655752402446387	5738.680411255416	0.0003488560765860782	0.047290280707447674
ti|398578|org|Delftia_acidovorans_SPH-1|accession|NC_010002.1	0.038915113385950016	0.034666558494239816	4273.0	0.034666558494239816	0.0	0.037123539494939045	0.030926496835956514	3812.0	0.03038293039104332	0.0005516793769268214
ti|525260|org|Corynebacterium_accolens_ATCC_49725|accession|NZ_GG666997.1	0.036837860262090946	0.052815187408729515	6510.0	0.052815187408729515	0.0	0.02850742897892032	0.048677592081778354	6000.0	0.043598896641246145	0.005111147168586727
ti|883103|org|Dolosigranulum_pigrum_ATCC_51524|accession|NZ_JH601104.1	0.0283998409392442	0.01797825734220347	2216.0	0.03582670777218887	0.00012980691221807562	0.0283998409392442	0.017929579750121695	2210.0	0.03565633619990265	0.00020282330034074314
ti|883103|org|Dolosigranulum_pigrum_ATCC_51524|accession|NZ_JH601103.1	0.0283998409392442	0.01797825734220347	2216.0	0.03582670777218887	0.00012980691221807562	0.0283998409392442	0.017929579750121695	2210.0	0.03565633619990265	0.00020282330034074314
ti|40215|org|Acinetobacter_junii|accession|NZ_CP019041.1	0.015456150888332966	0.01212883336037644	1495.0	0.01212883336037644	0.0	0.01137134643549044	0.011559865711658663	1424.8690476190468	0.011309427226999838	0.000770728541294824
ti|478|org|Moraxella_nonliquefaciens|accession|NZ_LXTW01000013.1	0.014579805408913953	0.012347882524744443	1522.0	0.024647087457407107	2.4338796040889178e-05	0.013851256732141496	0.012334360971388392	1520.3333333333333	0.0013548596462761642	0.023300340743144573
ti|1236608|org|Moraxella_catarrhalis_BBH18|accession|NC_014147.1	0.014579805408913953	0.012388447184812591	1527.0	0.024687652117475256	2.4338796040889178e-05	0.013851256732141496	0.012374925631456542	1525.3333333333333	0.0013791984423170533	0.02331656660717183
