Total Number of Aligned Reads:	28482	Total Number of Mapped Genomes:	5744
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|478|org|Moraxella_nonliquefaciens|accession|NZ_LXTW01000013.1	0.5861635170223589	0.7281440910048451	20739.0	0.7281089811108771	3.510989396812022e-05	0.4112299998467305	0.3277061743277628	9333.72725720334	0.0	0.6866793062284952
ti|1236608|org|Moraxella_catarrhalis_BBH18|accession|NC_014147.1	0.28497422072759804	0.0021768134260234536	62.0	0.0021768134260234536	0.0	0.4112299998467305	0.32757505559278904	9329.992733393818	7.021978793624044e-05	0.6865037567586546
ti|883103|org|Dolosigranulum_pigrum_ATCC_51524|accession|NZ_JH601103.1	0.08498041380703375	0.0800505582473141	2280.0	0.0800505582473141	0.0	0.04248995259944911	0.03859045479015988	1099.1333333333337	0.00010532968190436065	0.07706621726002387
ti|171101|org|Streptococcus_pneumoniae_R6|accession|NC_003098.1	0.019551278927333875	0.09184748262060248	2616.0	0.09184748262060248	0.0	0.01214446335550789	0.07262576030613734	2068.5269050394036	0.049083631767432065	0.039639070290007725
ti|1121368|org|Corynebacterium_pseudodiphtheriticum_DSM_44287|accession|NZ_JIAH01000003.1	0.017824277057667433	0.06779720525244014	1931.0	0.06779720525244014	0.0	0.017812173373081795	0.045304636846663394	1290.3666666666668	0.033600168527491044	0.011691594691384031
ti|71421|org|Haemophilus_influenzae_Rd_KW20|accession|NC_000907.1	0.0037173301933401976	0.0038269784425251038	109.0	0.0038269784425251038	0.0	0.0037160751608167064	0.0027804519404477277	79.19283216783218	0.0023523628958640546	0.0008426374552348852
ti|61015|org|Staphylococcus_succinus|accession|NZ_CP018199.1	0.0015637438885410184	0.001931044168246612	55.0	0.001931044168246612	0.0	0.0003788385440948927	0.00010654036790326134	3.0344827586206895	0.0	0.00010532968190436065
ti|525260|org|Corynebacterium_accolens_ATCC_49725|accession|NZ_GG666997.1	0.0006146219350753794	0.01162137490344779	331.0	0.01162137490344779	0.0	0.0005037911673438965	0.030646749559200184	872.8807209451396	0.015097254406291692	0.01653676005898462
ti|398511|org|Bacillus_pseudofirmus_OF4|accession|NC_013791.2	0.00014858203876673333	0.0015448353345972896	44.0	0.0015448353345972896	0.0	0.00011224028468555652	0.00023761730538424347	6.767816091954023	0.00017554946984060107	0.00014043957587248087
ti|160488|org|Pseudomonas_putida_KT2440|accession|NC_002947.4	0.00011226410412253576	0.0013341759707885682	38.0	0.0013341759707885682	0.0	2.7506299992504325e-05	4.758683664893732e-05	1.3553682814350327	0.0	0.0002106593638087213
ti|333849|org|Enterococcus_faecium_DO|accession|NC_017960.1	0.00010905259356504252	0.0005968681974580437	17.0	0.0005968681974580437	0.0	1.1379250308238379e-05	5.5355354926708915e-05	1.5766312190225233	0.0	0.00031598904571308195
ti|591962|org|Aeromonas_fluvialis|accession|NZ_CDBO01000064.1	5.8288100876196395e-05	0.000807527561266765	23.0	0.000807527561266765	0.0	2.5035660635853277e-05	0.0002975981488726381	8.476190476190478	0.0	0.0004213187276174426
ti|34007|org|Paracoccus_versutus|accession|NZ_JRKO01000001.1	4.7700920840062e-05	0.0004564286215855628	13.0	0.0004213187276174426	3.510989396812022e-05	1.0286757799094044e-05	3.510989396812022e-05	1.0	0.0	3.510989396812022e-05
ti|1134912|org|Methylocystis_parvus_OBBP|accession|NZ_AJTV01000076.1	4.589763794782701e-05	0.0006670879853942841	19.0	0.0006319780914261639	3.510989396812022e-05	3.49801084790102e-05	0.00010532968190436065	3.0	3.510989396812022e-05	7.021978793624044e-05
ti|525640|org|Paracoccus_chinensis|accession|NZ_FNGE01000043.1	3.431683001450602e-05	7.021978793624044e-05	2.0	7.021978793624044e-05	0.0	1.1037831732677576e-05	4.0815251737939754e-05	1.1625	0.0	7.021978793624044e-05
ti|942150|org|Lactobacillus_xiangfangensis|accession|NZ_JQCL01000078.1	1.7823514832160724e-05	0.0003862088336493224	11.0	0.0003862088336493224	0.0	6.608199033703496e-06	0.00011703297989373405	3.3333333333333335	0.0	0.00014043957587248087
ti|1123267|org|Sphingomonas_astaxanthinifaciens_DSM_22298|accession|NZ_JONN01000001.1	1.260963475899514e-05	0.0005617583034899235	16.0	0.0005617583034899235	0.0	8.607410767887218e-06	0.00019516970470513884	5.5588235294117645	7.021978793624044e-05	0.00017554946984060107
ti|398578|org|Delftia_acidovorans_SPH-1|accession|NC_010002.1	1.2363771252576516e-05	0.0006319780914261639	18.0	0.0006319780914261639	0.0	1.1750510966694252e-05	0.0005408138546314324	15.403460207612456	0.0004564286215855628	0.00014043957587248087
ti|446465|org|Brachybacterium_faecium_DSM_4810|accession|NC_013172.1	1.0550542890573016e-05	0.0007724176672986448	22.0	0.0007724176672986448	0.0	2.0558225382187925e-06	0.00012330763965912102	3.5120481927710845	0.0	0.0002457692577768415
ti|209389|org|Bacillus_acidicola|accession|NZ_KV440953.1	9.933068001559229e-07	0.00014043957587248087	4.0	0.00014043957587248087	0.0	3.4188914917922555e-06	3.1978651052557314e-06	0.09108159392789374	0.0	0.0
ti|1121884|org|Flavisolibacter_ginsengisoli_DSM_18119|accession|NZ_FQUU01000007.1	5.090517204444008e-08	3.510989396812022e-05	1.0	7.021978793624044e-05	0.0	5.0874126104108896e-08	1.755494698406011e-05	0.5	0.0	3.510989396812022e-05
ti|1121884|org|Flavisolibacter_ginsengisoli_DSM_18119|accession|NZ_FQUU01000002.1	5.090517204444008e-08	3.510989396812022e-05	1.0	7.021978793624044e-05	0.0	5.0874126104108896e-08	1.755494698406011e-05	0.5	0.0	3.510989396812022e-05
ti|435897|org|Lysobacter_capsici|accession|NZ_CP011130.1	5.0271937837485435e-08	0.0003862088336493224	11.0	0.0003862088336493224	0.0	1.492713735032546e-08	0.00011703297989373405	3.3333333333333335	0.0	0.00014043957587248087
ti|1844|org|Nocardioides_luteus|accession|NZ_JZDQ02000067.1	1.294980130236832e-09	0.00031598904571308195	9.0	0.00031598904571308195	0.0	4.4386410795346326e-10	3.510989396812022e-05	1.0	0.0	3.510989396812022e-05
ti|48|org|Archangium_gephyra|accession|NZ_CP011509.1	6.651829089839939e-11	0.00014043957587248087	4.0	0.00014043957587248087	0.0	3.8343595151575026e-11	0.00010532968190436065	3.0	0.00010532968190436065	0.0
ti|1121947|org|Helcococcus_sueciensis_DSM_17243|accession|NZ_AUHK01000044.1	3.3948402988613173e-13	0.00017554946984060107	5.0	0.00017554946984060107	0.0	2.9040955550840003e-13	0.00017554946984060107	5.0	0.00017554946984060107	0.0
ti|469383|org|Conexibacter_woesei_DSM_14684|accession|NC_013739.1	2.4325713670012506e-13	3.510989396812022e-05	1.0	3.510989396812022e-05	0.0	2.003865078406228e-13	3.510989396812022e-05	1.0	3.510989396812022e-05	0.0
