Total Number of Aligned Reads:	45474	Total Number of Mapped Genomes:	5944
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|883103|org|Dolosigranulum_pigrum_ATCC_51524|accession|NZ_JH601104.1	0.5477446293261936	0.3985794080133703	18125.0	0.3985794080133703	0.0	0.273873411583003	0.19719058997699238	8967.044888613751	0.0	0.3947090645203853
ti|93061|org|Staphylococcus_aureus_subsp._aureus_NCTC_8325|accession|NC_007795.1	0.24040454617622295	0.16811804547653605	7645.0	0.16811804547653605	0.0	0.04003396655058784	0.063708985320464	2897.1023984627795	0.0	0.1342745305009456
ti|1121368|org|Corynebacterium_pseudodiphtheriticum_DSM_44287|accession|NZ_JIAH01000003.1	0.1875523625982629	0.33625808154110043	15291.0	0.3362360909530721	2.1990588028323877e-05	0.18718736210549958	0.3267295839139092	14857.701098901109	0.22944979548753133	0.09609886968377535
ti|398578|org|Delftia_acidovorans_SPH-1|accession|NC_010002.1	0.014517962284910691	0.010621454017680432	483.0	0.010621454017680432	0.0	0.013875481680275926	0.008091066998904444	367.9331807081807	0.006641157584553811	0.0017592470422659102
ti|398511|org|Bacillus_pseudofirmus_OF4|accession|NC_013791.2	0.0029850301532503916	0.027994018560056295	1273.0	0.027994018560056295	0.0	0.002094422271065112	0.004833375047611215	219.79289691507242	0.0024629458591722744	0.0027048423274838368
ti|1242245|org|Acinetobacter_johnsonii_XBB1|accession|NZ_CP010350.1	0.0013924958690100376	0.004727976426089633	215.0	0.004727976426089633	0.0	0.0006554968291286279	0.0024043042910967434	109.33333333333331	0.0003958305845098298	0.002352992919030655
ti|365659|org|Streptococcus_mitis_B6|accession|NC_013853.1	0.001347241308296111	0.00908211285569776	413.0	0.00908211285569776	0.0	0.0007618900058494634	0.006116173624334972	278.1268793930085	0.0018691999824075297	0.00606940229581739
ti|419475|org|Ochrobactrum_pseudogrignonense|accession|NZ_CP015776.1	0.0010381037679739436	0.0027268329155121607	124.0	0.0027268329155121607	0.0	0.00046686058879033944	0.0007132542509901004	32.434523809523824	0.0	0.0019571623345208252
ti|1392005|org|Comamonas_testosteroni_TK102|accession|NZ_CP006704.1	0.0009274578584337956	0.0007696705809913357	35.0	0.0007696705809913357	0.0	0.0009091966625260437	0.0010490698625676856	47.70540293040293	0.0007696705809913357	0.0002858776443682104
ti|147645|org|Paracoccus_yeei|accession|NZ_CP020442.2	0.00044114490832568813	0.0015833223380393193	72.0	0.0015833223380393193	0.0	0.0004233829743153095	0.0010481126043865195	47.661872571872586	0.0005497647007080969	0.0008356423450763073
ti|1122128|org|Jeotgalicoccus_marinus_DSM_19772|accession|NZ_AUEE01000029.1	0.00040692471514584995	0.0015613317500109954	71.0	0.0015613317500109954	0.0	0.00034699878736214136	0.0006010760727741861	27.333333333333336	0.00046180234859480144	0.00015393411619826715
ti|399739|org|Pseudomonas_mendocina_ymp|accession|NC_009439.1	0.00032527231124022634	0.0016712846901526146	76.0	0.0016492941021242907	2.1990588028323877e-05	0.0002694287671160008	0.00031960163010204024	14.533564527260179	0.00013194352816994325	0.00043981176056647755
ti|267747|org|Cutibacterium_acnes_KPA171202|accession|NC_006085.1	0.00027336264575769913	0.0029247482077670757	133.0	0.0029247482077670757	0.0	0.00020583850628530395	0.001451378809869376	66.0	0.0011435105774728416	0.00035184940845318203
ti|478|org|Moraxella_nonliquefaciens|accession|NZ_LXTW01000013.1	0.00017199122093335297	0.0018691999824075297	85.0	0.0018472093943792058	2.1990588028323877e-05	8.185073536831869e-05	0.0007956927768248524	36.18333333333334	0.0	0.0016712846901526146
ti|1123268|org|Sphingomonas_jaspsi_DSM_18422|accession|NZ_KK073876.1	9.669488996712192e-05	0.001451378809869376	66.0	0.001451378809869376	0.0	6.90904238280262e-05	0.0010354300243553731	47.085144927536234	0.0003078682323965343	0.0007696705809913357
ti|1293891|org|Thalassospira_mesophila|accession|NZ_JFKA01000036.1	9.147893754088337e-05	0.0017152658662092624	78.0	0.0017152658662092624	0.0	7.518999291771266e-05	0.0014428913382974096	65.6140407177364	0.000725689404934688	0.0014733693978976998
ti|871585|org|Acinetobacter_pittii_PHEA-2|accession|NC_016603.1	8.043270470097129e-05	0.0003958305845098298	18.0	0.0003958305845098298	0.0	6.809036453591883e-05	0.00044201081936931	20.1	0.00035184940845318203	0.00010995294014161939
ti|591962|org|Aeromonas_fluvialis|accession|NZ_CDBO01000064.1	4.368363596149031e-05	0.0031886352641069624	145.0	0.0031666446760786385	2.1990588028323877e-05	1.6695137249089574e-05	0.0009911000993373235	45.06928591726545	0.0	0.0013634164577560803
ti|680646|org|Rothia_mucilaginosa_DY-18|accession|NC_013715.1	3.268562803186154e-05	0.0036504376127017638	166.0	0.0036504376127017638	0.0	3.2568396907269025e-05	0.001997607768972919	90.83921568627451	0.0013634164577560803	0.0006597176408497163
ti|683260|org|Nonomuraea_maritima|accession|NZ_FNFB01000083.1	3.143183468682878e-05	0.0027488235035404845	125.0	0.0027488235035404845	0.0	1.612942541994677e-05	0.000858941896677746	39.059523809523824	0.00010995294014161939	0.0008576329331046312
ti|1917880|org|Nissabacter_archeti|accession|NZ_FQXW01000003.1	2.9093067373521608e-05	0.0007476799929630118	34.0	0.0007476799929630118	0.0	1.2424320994399855e-05	0.00018009703611560133	8.189732620320855	0.0	0.0001979152922549149
ti|1526658|org|Bosea_vaviloviae|accession|NZ_CP017147.1	2.5388872089026405e-05	0.000527774112679773	24.0	0.000527774112679773	0.0	1.4825545819116356e-05	0.00028954274237293103	13.166666666666666	6.597176408497163e-05	0.0003078682323965343
ti|522373|org|Stenotrophomonas_maltophilia_K279a|accession|NC_010943.1	2.280178658408956e-05	0.0011435105774728416	52.0	0.0011435105774728416	0.0	2.2286716607504344e-05	0.0011509036037337926	52.33619047619048	0.0009895764612745746	0.00017592470422659101
ti|1123251|org|Serinicoccus_marinus_DSM_15273|accession|NZ_ATWM01000024.1	8.650918243732585e-06	0.0012314729295861372	56.0	0.0012314729295861372	0.0	7.701378936659665e-06	0.0009236046971896029	42.0	0.000725689404934688	0.0001979152922549149
ti|1385518|org|Knoellia_flava_TL1|accession|NZ_AVPI01000085.1	2.5643105013882448e-06	0.0013414258697277564	61.0	0.0013414258697277564	0.0	7.298618304768822e-07	0.0005094377244979142	23.16617108381815	0.0	0.000901614109161279
ti|883103|org|Dolosigranulum_pigrum_ATCC_51524|accession|NZ_JH601103.1	2.4922664729805336e-06	0.00021990588028323877	10.0	0.00021990588028323877	0.0	0.27387341158300305	0.19736651468121896	8975.044888613751	0.0	0.39488498922461185
ti|71421|org|Haemophilus_influenzae_Rd_KW20|accession|NC_000907.1	2.350539016746506e-06	0.00032985882042485813	15.0	0.00032985882042485813	0.0	2.3250881467264595e-06	0.0003106170559000748	14.125	0.00024189646831156264	0.00010995294014161939
ti|402596|org|Nocardioides_exalbidus|accession|NZ_FNRT01000002.1	1.3349966275037257e-06	0.0019351717464925011	88.0	0.0019351717464925011	0.0	1.239127863247849e-06	0.0018226622082671696	82.88374125874127	0.0015173505739543476	0.00035184940845318203
ti|909625|org|Rubrobacter_aplysinae|accession|NZ_LEKH01000008.1	3.539023719078625e-07	0.0002638870563398865	12.0	0.0002638870563398865	0.0	3.5389292047526876e-07	0.00023090117429740072	10.5	0.00017592470422659101	8.796235211329551e-05
ti|479436|org|Veillonella_parvula_DSM_2008|accession|NC_013520.1	3.6461024439156135e-08	0.00013194352816994325	6.0	0.00013194352816994325	0.0	3.465668264559898e-08	2.1990588028323877e-05	1.0	2.1990588028323877e-05	0.0
ti|393763|org|Anaerobacillus_alkalilacustris|accession|NZ_MLQR01000001.1	1.0458723652929123e-10	0.0035184940845318204	160.0	0.0035184940845318204	0.0	0.00019594873714369378	0.023847456135586968	1084.4392203096818	0.002902757619738752	0.02137485156353081
ti|379066|org|Gemmatimonas_aurantiaca_T-27|accession|NC_012489.1	2.837993276807648e-13	0.0016492941021242907	75.0	0.0016492941021242907	0.0	2.8227215496207156e-13	0.0019351717464925011	88.0	0.0016492941021242907	0.0002638870563398865
ti|1121368|org|Corynebacterium_pseudodiphtheriticum_DSM_44287|accession|NZ_JIAH01000006.1	3.048461105786252e-15	2.1990588028323877e-05	1.0	2.1990588028323877e-05	0.0	3.048461105786252e-15	2.1990588028323877e-05	1.0	2.1990588028323877e-05	0.0
ti|299146|org|Micromonospora_narathiwatensis|accession|NZ_LT594324.1	1.1791841173681798e-15	0.0014733693978976998	67.0	0.0014733693978976998	0.0	2.3980751824849856e-12	0.0	0.0	0.0	0.0
ti|926550|org|Caldilinea_aerophila_DSM_14535_=_NBRC_104270|accession|NC_017079.1	5.147106747088489e-16	0.0005717552887364208	26.0	0.0005717552887364208	0.0	5.147106747088488e-16	0.0005717552887364208	26.0	0.0005057835246514492	6.597176408497163e-05
ti|1121368|org|Corynebacterium_pseudodiphtheriticum_DSM_44287|accession|NZ_JIAH01000009.1	2.32191447975783e-17	6.597176408497163e-05	3.0	6.597176408497163e-05	0.0	2.32191447975783e-17	6.597176408497163e-05	3.0	6.597176408497163e-05	0.0
ti|1302690|org|Cnuella_takakiae|accession|NZ_MTFE01000010.1	1.7657082793339763e-17	8.796235211329551e-05	4.0	8.796235211329551e-05	0.0	1.2229820645223141e-17	8.796235211329551e-05	4.0	6.597176408497163e-05	2.1990588028323877e-05
ti|157733|org|Anaerobacillus_macyae|accession|NZ_LELK01000003.1	1.3010228848435455e-18	0.00010995294014161939	5.0	0.00010995294014161939	0.0	2.3278614415960627e-05	1.8574451921711225e-06	0.08446546266878963	0.0	0.0
ti|1449976|org|Kutzneria_albida_DSM_43870|accession|NZ_CP007155.1	1.0725380824080338e-19	0.0001979152922549149	9.0	0.0001979152922549149	0.0	5.142648058447572e-10	5.680901907317002e-05	2.5833333333333335	0.0	0.00015393411619826715
ti|1218074|org|Paraburkholderia_acidipaludis_NBRC_101816|accession|NZ_BAXZ01000046.1	2.4738044328346678e-21	2.1990588028323877e-05	1.0	2.1990588028323877e-05	0.0	1.6451666401648292e-10	0.0	0.0	0.0	0.0
ti|1469607|org|[Scytonema_hofmanni]_UTEX_2349|accession|NZ_KK073768.1	1.7505891322100531e-22	0.0001979152922549149	9.0	0.0001979152922549149	0.0	2.980330433896363e-23	3.2985882042485813e-05	1.5	0.0	4.3981176056647754e-05
ti|284581|org|Bacillus_koreensis|accession|NZ_LILC01000014.1	7.122477084519306e-23	4.3981176056647754e-05	2.0	4.3981176056647754e-05	0.0	5.8100853941108206e-08	1.1383939955368529e-05	0.5176732855304285	0.0	8.796235211329551e-05
ti|1121368|org|Corynebacterium_pseudodiphtheriticum_DSM_44287|accession|NZ_JIAH01000005.1	6.5682950320840596e-24	6.597176408497163e-05	3.0	6.597176408497163e-05	0.0	6.5682950320840596e-24	6.597176408497163e-05	3.0	6.597176408497163e-05	0.0
ti|1482|org|Virgibacillus_halodenitrificans|accession|NZ_CP017962.1	1.0544700189537411e-24	0.00013194352816994325	6.0	0.00013194352816994325	0.0	1.5640151149565414e-05	4.7349056497032784e-05	2.153150995146069	0.0	4.3981176056647754e-05
ti|1146883|org|Blastococcus_saxobsidens_DD2|accession|NC_016943.1	8.703227009834561e-26	0.00017592470422659101	8.0	0.00017592470422659101	0.0	5.455037158675171e-12	0.0	0.0	0.0	0.0
ti|1428644|org|Streptomyces_gilvigriseus|accession|NZ_MLCF01000206.1	1.2385161712299983e-27	6.597176408497163e-05	3.0	6.597176408497163e-05	0.0	1.2431068628042925e-27	0.00013194352816994325	6.0	0.00013194352816994325	0.0
ti|1547597|org|Sanguibacteroides_justesenii|accession|NZ_JPIU01000011.1	9.51511491079124e-30	0.0004837929366231253	22.0	0.0004837929366231253	0.0	9.515113779119016e-30	0.0004837929366231253	22.0	0.0004837929366231253	0.0
ti|161896|org|Corynebacterium_camporealensis|accession|NZ_CP011311.1	5.0999836288038875e-30	0.0003958305845098298	18.0	0.0003958305845098298	0.0	4.049600545539681e-06	0.00017889684178736987	8.135154983438857	0.0	0.0005937458767647447
ti|1861|org|Geodermatophilus_obscurus|accession|NZ_FOWE01000021.1	1.8671947216485228e-32	2.1990588028323877e-05	1.0	2.1990588028323877e-05	0.0	2.3452225647728434e-12	0.0	0.0	0.0	0.0
ti|82983|org|Obesumbacterium_proteus|accession|NZ_CP014608.1	6.515458065110744e-34	8.796235211329551e-05	4.0	8.796235211329551e-05	0.0	3.696468917778699e-06	0.0002059783734057653	9.366660552253771	0.00015393411619826715	0.00024189646831156264
ti|931089|org|Corynebacterium_deserti_GIMN1.010|accession|NZ_CP009220.1	4.534712245512783e-34	6.597176408497163e-05	3.0	6.597176408497163e-05	0.0	9.77781806702804e-07	1.832549002360323e-05	0.8333333333333333	0.0	4.3981176056647754e-05
ti|966|org|Oceanospirillum_linum|accession|NZ_MTSD02000047.1	2.340869445712973e-34	0.0001979152922549149	9.0	0.0001979152922549149	0.0	2.3407809193197105e-34	0.00010995294014161939	5.0	0.00010995294014161939	0.0
ti|419475|org|Ochrobactrum_pseudogrignonense|accession|NZ_CP015775.1	1.5879519124364353e-34	2.1990588028323877e-05	1.0	2.1990588028323877e-05	0.0	0.0004668605890374746	0.0007253143015038014	32.982942546583864	0.0	0.002001143510577473
ti|652|org|Aeromonas_schubertii|accession|NZ_CP013067.1	8.630067082152199e-35	2.1990588028323877e-05	1.0	2.1990588028323877e-05	0.0	8.088241110543682e-06	8.72869313732123e-05	3.969285917265456	0.0	0.00043981176056647755
ti|525260|org|Corynebacterium_accolens_ATCC_49725|accession|NZ_GG666997.1	3.7575500866002794e-35	4.3981176056647754e-05	2.0	4.3981176056647754e-05	0.0	5.1877169408863604e-05	0.00040146618431942106	18.256273265741353	0.0	0.0009236046971896029
ti|494023|org|Paeniglutamicibacter_antarcticus|accession|NZ_CZJT01000051.1	1.9320434700026661e-35	2.1990588028323877e-05	1.0	2.1990588028323877e-05	0.0	1.9320434700026661e-35	2.1990588028323877e-05	1.0	2.1990588028323877e-05	0.0
ti|1121368|org|Corynebacterium_pseudodiphtheriticum_DSM_44287|accession|NZ_JIAH01000010.1	1.5478219443410964e-35	2.1990588028323877e-05	1.0	2.1990588028323877e-05	0.0	5.0924192161985765e-30	6.597176408497163e-05	3.0	6.597176408497163e-05	0.0
ti|316|org|Pseudomonas_stutzeri|accession|NZ_CP007441.1	1.3106872631464424e-35	2.1990588028323877e-05	1.0	2.1990588028323877e-05	0.0	2.637353632227461e-05	1.1536180527156738e-05	0.5245962732919255	0.0	6.597176408497163e-05
