Total Number of Aligned Reads:	80607	Total Number of Mapped Genomes:	838
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|171101|org|Streptococcus_pneumoniae_R6|accession|NC_003098.1	0.7681258560617159	0.45845894277171956	36955.0	0.45845894277171956	0.0	0.4749836571086342	0.4562052096385342	36773.33333333333	0.397074695746027	0.06046621261180791
ti|71421|org|Haemophilus_influenzae_Rd_KW20|accession|NC_000907.1	0.21721194890632567	0.5298547272569379	42710.0	0.5298547272569379	0.0	0.21720396233602268	0.5287402665608032	42620.166666666664	0.5275348294813106	0.0017120101231902936
ti|478|org|Moraxella_nonliquefaciens|accession|NZ_LXTW01000013.1	0.0035915311984315835	0.00219583907104842	177.0	0.00439167814209684	0.0	0.0034124033258523053	0.0022206508119642213	179.0	0.0002977408909896163	0.004143560732938827
ti|1236608|org|Moraxella_catarrhalis_BBH18|accession|NC_014147.1	0.0035915311984315835	0.0022206508119642213	179.0	0.004416489883012641	0.0	0.0034124033258523053	0.0022454625528800227	181.0	0.0003225526319054176	0.004143560732938827
ti|546270|org|Gemella_haemolysans_ATCC_10379|accession|NZ_ACDZ02000012.1	0.0016818823943162728	0.0009138991237320171	73.6666666666667	0.0	0.00274169737119605	0.0016811116779176718	0.0008952903180451663	72.16666666666673	0.0	0.00274169737119605
ti|546270|org|Gemella_haemolysans_ATCC_10379|accession|NZ_ACDZ02000011.1	0.0016818823943162728	0.0009138991237320171	73.6666666666667	0.0	0.00274169737119605	0.0016811116779176718	0.0008952903180451663	72.16666666666673	0.0	0.00274169737119605
ti|546270|org|Gemella_haemolysans_ATCC_10379|accession|NZ_ACDZ02000008.1	0.0016818823943162728	0.0009138991237320171	73.6666666666667	0.0	0.00274169737119605	0.0016811116779176718	0.0008952903180451663	72.16666666666673	0.0	0.00274169737119605
ti|638301|org|Granulicatella_adiacens_ATCC_49175|accession|NZ_GG694020.1	0.000982888207924292	0.000694728745642438	56.0	0.000694728745642438	0.0	0.0009145758614579338	0.000694728745642438	56.0	0.000694728745642438	0.0
ti|398578|org|Delftia_acidovorans_SPH-1|accession|NC_010002.1	0.0002679782020884207	0.000347364372821219	28.0	0.000347364372821219	0.0	0.00025636183232814194	0.000347364372821219	28.0	0.0003349585023633183	1.2405870457900679e-05
ti|1508404|org|Jeotgalibacillus_malaysiensis|accession|NZ_CP009416.1	0.00014222869596055036	6.20293522895034e-05	5.0	6.20293522895034e-05	0.0	0.00013965301820326352	6.20293522895034e-05	5.0	6.20293522895034e-05	0.0
ti|40215|org|Acinetobacter_junii|accession|NZ_CP019041.1	0.00013631313174806352	6.20293522895034e-05	5.0	6.20293522895034e-05	0.0	0.00010075445307070608	6.20293522895034e-05	5.0	6.20293522895034e-05	0.0
ti|553178|org|Capnocytophaga_gingivalis_ATCC_33624|accession|NZ_ACLQ01000008.1	0.00013047313668646405	0.00044661133648442444	36.0	0.00044661133648442444	0.0	5.1804347035338496e-05	0.0002481174091580136	20.0	2.4811740915801358e-05	0.0003597702432791197
ti|1304|org|Streptococcus_salivarius|accession|NZ_CP009913.1	0.00010800291244806852	0.00013646457503690745	11.0	0.00013646457503690745	0.0	0.00015771144090155414	0.00013646457503690745	11.0	0.00013646457503690745	0.0
ti|571|org|Klebsiella_oxytoca|accession|NZ_CP011636.1	0.00010261481435097103	9.924696366320543e-05	8.0	9.924696366320543e-05	0.0	3.053318559582032e-05	9.924696366320543e-05	8.0	1.2405870457900679e-05	8.684109320530475e-05
ti|435837|org|Staphylococcus_hominis_subsp._hominis_C80|accession|NZ_GL545256.1	5.714576439368374e-05	0.00023571153870011289	19.0	0.00023571153870011289	0.0	9.706673373558576e-06	2.619017096667921e-05	2.111111111111111	0.0	3.721761137370204e-05
ti|435832|org|Neisseria_mucosa_C102|accession|NZ_GL635793.1	5.1725678048439204e-05	7.443522274740407e-05	6.0	7.443522274740407e-05	0.0	3.357027948001893e-05	7.443522274740407e-05	6.0	7.443522274740407e-05	0.0
ti|34062|org|Moraxella_osloensis|accession|NZ_CP014234.1	4.870587160668377e-05	3.721761137370204e-05	3.0	3.721761137370204e-05	0.0	4.870587160668377e-05	3.721761137370204e-05	3.0	3.721761137370204e-05	0.0
ti|883103|org|Dolosigranulum_pigrum_ATCC_51524|accession|NZ_JH601104.1	4.31356899099899e-05	0.0001426675102658578	11.5	0.0002853350205317156	0.0	4.31356899099899e-05	0.0001426675102658578	11.5	0.0002853350205317156	0.0
ti|883103|org|Dolosigranulum_pigrum_ATCC_51524|accession|NZ_JH601103.1	4.31356899099899e-05	0.0001426675102658578	11.5	0.0002853350205317156	0.0	4.31356899099899e-05	0.0001426675102658578	11.5	0.0002853350205317156	0.0
ti|244|org|Planomicrobium_okeanokoites|accession|NZ_FWYH01000004.1	4.194518399660918e-05	3.721761137370204e-05	3.0	3.721761137370204e-05	0.0	2.362819250424865e-05	2.4811740915801358e-05	2.0	2.4811740915801358e-05	0.0
ti|1120929|org|Acinetobacter_towneri_DSM_14962_=_CIP_107472|accession|NZ_KB849690.1	3.935719774138109e-05	6.20293522895034e-05	5.0	6.20293522895034e-05	0.0	3.933936904276175e-05	6.20293522895034e-05	5.0	6.20293522895034e-05	0.0
ti|1377|org|Aerococcus_viridans|accession|NZ_CP014164.1	3.698401178379167e-05	2.4811740915801358e-05	2.0	2.4811740915801358e-05	0.0	3.647079355538439e-05	2.4811740915801358e-05	2.0	2.4811740915801358e-05	0.0
ti|591962|org|Aeromonas_fluvialis|accession|NZ_CDBO01000064.1	3.0015914628094504e-05	3.721761137370204e-05	3.0	3.721761137370204e-05	0.0	1.4330414253235308e-05	3.721761137370204e-05	3.0	1.2405870457900679e-05	2.4811740915801358e-05
ti|465515|org|Micrococcus_luteus_NCTC_2665|accession|NC_012803.1	2.7795703200107326e-05	2.4811740915801358e-05	2.0	2.4811740915801358e-05	0.0	1.7951716058625115e-05	2.4811740915801358e-05	2.0	2.4811740915801358e-05	0.0
ti|147645|org|Paracoccus_yeei|accession|NZ_CP020442.2	2.117844035068391e-05	7.443522274740407e-05	6.0	7.443522274740407e-05	0.0	1.401377303967266e-05	7.443522274740407e-05	6.0	7.443522274740407e-05	0.0
ti|419475|org|Ochrobactrum_pseudogrignonense|accession|NZ_CP015776.1	1.597191105195517e-05	3.10146761447517e-05	2.5	6.20293522895034e-05	0.0	1.4209152167094941e-05	3.10146761447517e-05	2.5	2.4811740915801358e-05	3.721761137370204e-05
ti|419475|org|Ochrobactrum_pseudogrignonense|accession|NZ_CP015775.1	1.597191105195517e-05	3.10146761447517e-05	2.5	6.20293522895034e-05	0.0	1.4209152167094941e-05	3.10146761447517e-05	2.5	2.4811740915801358e-05	3.721761137370204e-05
ti|398511|org|Bacillus_pseudofirmus_OF4|accession|NC_013791.2	1.3977150294916622e-05	4.9623481831602716e-05	4.0	4.9623481831602716e-05	0.0	1.0416868799694477e-05	2.4811740915801358e-05	2.0	2.4811740915801358e-05	0.0
ti|267747|org|Cutibacterium_acnes_KPA171202|accession|NC_006085.1	1.3650934276325024e-05	1.2405870457900679e-05	1.0	1.2405870457900679e-05	0.0	1.0328716937509824e-05	1.2405870457900679e-05	1.0	1.2405870457900679e-05	0.0
ti|1191209|org|Halomonas_desiderata_SP1|accession|NZ_MUMZ01000132.1	9.264696163741303e-06	1.2405870457900679e-05	1.0	1.2405870457900679e-05	0.0	6.581663856293029e-06	1.2405870457900679e-05	1.0	1.2405870457900679e-05	0.0
ti|446860|org|Kocuria_flava|accession|NZ_CP013254.1	8.765913632887264e-06	1.2405870457900679e-05	1.0	1.2405870457900679e-05	0.0	4.068702817718162e-06	1.2405870457900679e-05	1.0	0.0	1.2405870457900679e-05
ti|665550|org|Dietzia_alimentaria|accession|NZ_MDCG01000376.1	8.765644787976789e-06	1.2405870457900679e-05	1.0	1.2405870457900679e-05	0.0	6.396718047609942e-06	1.2405870457900679e-05	1.0	1.2405870457900679e-05	0.0
ti|1123233|org|Salinicoccus_luteus_DSM_17002|accession|NZ_JONV01000003.1	8.269976025827586e-06	2.4811740915801358e-05	2.0	2.4811740915801358e-05	0.0	8.264113155675137e-06	2.4811740915801358e-05	2.0	2.4811740915801358e-05	0.0
ti|393763|org|Anaerobacillus_alkalilacustris|accession|NZ_MLQR01000001.1	7.825164195148548e-06	0.0004093937251107224	33.0	0.0004093937251107224	0.0	5.3805112852833695e-06	0.00040319078988177207	32.5	0.00013646457503690745	0.0002729291500738149
ti|680646|org|Rothia_mucilaginosa_DY-18|accession|NC_013715.1	7.397488461463077e-06	4.9623481831602716e-05	4.0	4.9623481831602716e-05	0.0	7.3816382009074885e-06	4.9623481831602716e-05	4.0	4.9623481831602716e-05	0.0
ti|525260|org|Corynebacterium_accolens_ATCC_49725|accession|NZ_GG666997.1	2.406438124268567e-06	0.0001240587045790068	10.0	0.0001240587045790068	0.0	1.996207994242878e-06	0.00011165283412110611	9.0	4.9623481831602716e-05	6.20293522895034e-05
ti|261164|org|Psychrobacter_alimentarius|accession|NZ_CP014945.1	1.886176770983401e-06	6.20293522895034e-05	5.0	6.20293522895034e-05	0.0	9.904326743220923e-07	4.9623481831602716e-05	4.0	4.9623481831602716e-05	0.0
ti|1267|org|Clostridium_ventriculi|accession|NZ_CYZR01000022.1	1.490286733894833e-06	2.4811740915801358e-05	2.0	2.4811740915801358e-05	0.0	1.490286733894833e-06	2.4811740915801358e-05	2.0	2.4811740915801358e-05	0.0
ti|522373|org|Stenotrophomonas_maltophilia_K279a|accession|NC_010943.1	1.4100110689740004e-06	2.4811740915801358e-05	2.0	2.4811740915801358e-05	0.0	1.4004394093213178e-06	2.4811740915801358e-05	2.0	2.4811740915801358e-05	0.0
ti|521097|org|Capnocytophaga_ochracea_DSM_7271|accession|NC_013162.1	1.1311075872243616e-06	0.000310146761447517	25.0	0.000310146761447517	0.0	1.117780144992592e-06	0.000310146761447517	25.0	0.000310146761447517	0.0
ti|1121368|org|Corynebacterium_pseudodiphtheriticum_DSM_44287|accession|NZ_JIAH01000003.1	1.129882463012644e-06	2.4811740915801358e-05	2.0	2.4811740915801358e-05	0.0	1.129882463012644e-06	2.4811740915801358e-05	2.0	2.4811740915801358e-05	0.0
ti|365659|org|Streptococcus_mitis_B6|accession|NC_013853.1	5.983121318790051e-07	2.4811740915801358e-05	2.0	2.4811740915801358e-05	0.0	0.22364475289751518	0.002026292174790444	163.33333333333334	0.00037217611373702034	0.0029525971689803613
ti|37915|org|Dietzia_maris|accession|NZ_LVFF01000021.1	4.96762244631611e-07	4.135290152633559e-06	0.3333333333333333	0.0	1.2405870457900679e-05	4.96762244631611e-07	4.135290152633559e-06	0.3333333333333333	0.0	1.2405870457900679e-05
ti|37915|org|Dietzia_maris|accession|NZ_LVFF01000007.1	4.96762244631611e-07	4.135290152633559e-06	0.3333333333333333	0.0	1.2405870457900679e-05	4.96762244631611e-07	4.135290152633559e-06	0.3333333333333333	0.0	1.2405870457900679e-05
ti|37915|org|Dietzia_maris|accession|NZ_LVFF01000006.1	4.96762244631611e-07	4.135290152633559e-06	0.3333333333333333	0.0	1.2405870457900679e-05	4.96762244631611e-07	4.135290152633559e-06	0.3333333333333333	0.0	1.2405870457900679e-05
ti|938294|org|Anaerococcus_pacaensis_9403502|accession|NZ_HG326676.1	1.5555482979652446e-07	4.9623481831602716e-05	4.0	4.9623481831602716e-05	0.0	1.173268610873029e-07	4.9623481831602716e-05	4.0	3.721761137370204e-05	1.2405870457900679e-05
ti|1385521|org|Knoellia_subterranea_KCTC_19937|accession|NZ_AVPK01000001.1	6.518655735673046e-08	6.2029352289503395e-06	0.5	1.2405870457900679e-05	0.0	1.2413780285947148e-08	6.2029352289503395e-06	0.5	0.0	1.2405870457900679e-05
ti|1385520|org|Knoellia_sinensis_KCTC_19936|accession|NZ_AVPJ01000034.1	6.518655735673046e-08	6.2029352289503395e-06	0.5	1.2405870457900679e-05	0.0	1.2413780285947148e-08	6.2029352289503395e-06	0.5	0.0	1.2405870457900679e-05
ti|388919|org|Streptococcus_sanguinis_SK36|accession|NC_009009.1	5.3608901548401865e-08	4.9623481831602716e-05	4.0	4.9623481831602716e-05	0.0	0.006875885600349565	9.304402843425508e-05	7.5	6.20293522895034e-05	3.721761137370204e-05
ti|1242245|org|Acinetobacter_johnsonii_XBB1|accession|NZ_CP010350.1	4.3077064163216244e-08	2.4811740915801358e-05	2.0	2.4811740915801358e-05	0.0	3.2006098373874434e-06	2.4811740915801358e-05	2.0	1.2405870457900679e-05	1.2405870457900679e-05
ti|43263|org|Pseudomonas_alcaligenes|accession|NZ_CP014784.1	2.6878252503430116e-08	1.2405870457900679e-05	1.0	2.4811740915801358e-05	0.0	1.3163881564999879e-08	6.2029352289503395e-06	0.5	0.0	1.2405870457900679e-05
ti|1245471|org|Pseudomonas_resinovorans_NBRC_106553|accession|NC_021499.1	2.6878252503430116e-08	1.2405870457900679e-05	1.0	2.4811740915801358e-05	0.0	1.3163881564999879e-08	6.2029352289503395e-06	0.5	0.0	1.2405870457900679e-05
ti|1906744|org|Rodentibacter_heylii|accession|NZ_MLAA01000050.1	9.384014839098703e-09	0.00018608805686851017	15.0	0.00018608805686851017	0.0	4.116909211414627e-06	0.0011992341442637322	96.66666666666667	0.0003597702432791197	0.001352239879911174
